POP	PLE1	PLE2	PLE3	PLE4	PLE5	PLE6
916900	2155.73	2800.27	2326.39	2760.26	1570.48	3511.86
873713	2110.31	2719.06	2083.73	2838.45	1801.04	3062.3
587078	1362.14	1726.86	1590.86	1568.38	687.86	2538.71
226938	514.11	668.01	603.31	602.88	262.46	963.94
1681855	3684.22	4760.54	3086.4	5572.83	3947.92	4284.14
578708	1386.04	1823.28	1370.57	1918.54	1290.99	1859.82
524878	1245.46	1621.69	1251.28	1684.2	1041.08	1846.47
940398	2136.46	2723.53	2364.18	2591.21	1370.65	3568.31
1186514	2053.55	2817.59	1183.62	3789	2934.46	1408.31
944202	2113.8	2720.92	1849.54	3099.86	2230.9	2591.58
810707	1897.64	2459.45	1928.2	2542.85	1525.03	2886.55
411325	871.81	1105.36	979.56	1029.54	516.77	1527.67
694748	1656.87	2134.73	1709.69	2139.69	1274.73	2511.13
764198	1740.02	2270.03	1925.8	2189.3	1151.67	2996.84
778713	1541.28	1944.55	1756.1	1797.86	832.59	2805.54
715752	1584.49	2002.01	1791.11	1862.74	856.94	2863.81
1358905	3203.49	4098.88	3072.45	4419.47	2910.11	4290.17
452661	1080.52	1387.32	1175.37	1347.27	723.7	1805.49
609631	1456.92	1875.2	1411.68	1971.68	1296.08	1991.87
439713	1059.38	1350.58	1049.14	1395.39	871.26	1514.76
1338315	3119.24	4036.48	3367.71	3911.41	2265.07	5054.63
1040718	2442.43	3151.46	2368.13	3338.11	2220.99	3458.06
696023	1623.26	2089.91	1750.16	2033.28	1069.11	2692.1
90718	222.33	283.14	214.98	299.54	192.73	308.6
1736715	3813.96	5031.46	3287.99	5777.5	4044.03	4696.37
543796	1125.45	1469.95	1299.5	1354.27	647.43	2059.32
560954	1275.55	1644.42	1371.83	1618.06	811.93	2187.4
331636	625.55	799.65	746.31	710.7	323.94	1169.46
158163	362.06	466.21	431.75	405.76	178.46	683.67
801856	1866.3	2442.08	1806.45	2592.09	1558.96	2779.63
655153	1594.2	2040.36	1621.27	2086.74	1283.9	2373.48
2218407	4762.92	6322.29	4201.72	7150.97	5155.82	5821.97
257254	601.34	770.34	553.55	848.26	591.27	757.34
355706	866.37	1123.94	1011.58	1008.77	462.4	1634.03
1087028	2388.41	3245.72	2191.78	3584.34	2222.91	3452.76
894126	1930.78	2480.73	2153.77	2359.47	1172.51	3351.99
800551	1891.24	2454.95	1944.09	2470.14	1445.74	2910.54
711899	1554.58	1989.21	1723.03	1905.92	988.57	2648.49
511541	1230.72	1586.05	1344.22	1538.01	846.69	2036.98
1574426	3695.54	4726.68	3299.96	5336.19	3676.15	4646.15
605086	1406.19	1838.21	1267.25	2030.58	1393.97	1802.26
250953	565.6	739.74	491.3	858.33	605.99	683.89
2434953	4270.83	5791.73	3020.38	7351.9	5748.04	4243.86
348682	778.83	1015.69	922.77	916.2	401.88	1452.38
658911	1526.52	1983.25	1423.22	2199.76	1431.27	2058.39
158467	368.29	484.4	377.2	491.23	289.11	569.93
561474	1335.54	1723.4	1403.62	1716.53	1012.79	2110.93
273461	405.92	560.24	221.58	767.04	640.8	211.66
131339	224.22	288.93	136.94	385.73	322.23	126.24
855101	1303.59	1826.55	527.08	2657.55	2256.73	529.07
46450	68.83	94.2	38.67	128.46	108.75	41.83
399896	1108.12	1447.59	1161.74	1448.36	800.43	1713.04
2341218	8805	11824.46	9890.21	11254.56	4321.49	17932.41
1586688	5818.05	7853.05	6437.84	7499.34	2764.07	11860.87
396407	1257.78	1645.84	1344.19	1632.75	775.16	2025.3
465638	1443.07	1899.8	1460.56	1974.01	1013.9	2210.11
486232	1491.46	1975.02	1526.2	2001.72	954.83	2363.07
221987	702.53	945.66	703.59	978.41	440.97	1143.71
123853	364.53	466.14	401.94	444.68	191.48	642.02
544859	1667.04	2201.99	1734.58	2248.66	1090.12	2637.57
415329	1208.44	1591.34	1130.04	1744.03	874.96	1800.76
2695471	10150.93	13967.13	11200.95	13685.43	4724.82	21310.39
240079	761.05	986.44	782.34	990.67	490.21	1174
752377	2171.75	2821.72	2477.81	2648.06	1121.12	3995.16
1065880	3246.68	4226.38	3524.37	4109.8	1833.23	5596.61
1073964	3178.75	4159.2	3442.2	4061.08	1699.44	5535.81
726086	2105.94	2833.05	1968.88	3080.03	1557.39	3023.12
7341	15.81	20.16	18.67	18.17	6.82	30.46
334200	1004.28	1317.42	1024.38	1333.69	631.04	1612.61
936879	2865.9	3842.44	2825.12	4007.21	1667.24	4806.2
465014	1423.12	1853.16	1450.06	1897.93	908.86	2276.44
433193	1318.97	1715.27	1412.16	1693.88	755.56	2230.87
359388	1116.71	1452.97	1035.29	1596.05	868.98	1578.53
362296	1105.66	1443.93	1110.2	1493.48	777.24	1670.18
1055909	3371.25	4581.56	3328.7	4869.23	2087.85	5911.44
436723	1296.07	1756.45	1270.02	1856.5	833.29	2157.16
695733	2107.33	2792	2332.42	2676.69	1158.9	3770.39
807750	2460.26	3271.21	2524.15	3322.72	1640.83	3821.92
404627	1219.49	1617.73	1266.7	1641.16	742.81	1982.83
606901	1812.95	2369.32	1992.36	2280.87	1000.04	3210.96
231306	726.15	942.02	713.25	988.66	527.37	1035.1
460534	1410.1	1860.12	1389.71	1946.24	998.85	2060.07
411807	1200.5	1584.24	1299.81	1539.66	713.06	2036.9
799286	2539.5	3319.54	2618.46	3367.38	1614.85	4054.5
788335	2490.16	3403.11	2641.37	3413.18	1444.43	4365.98
325668	976.88	1286.68	1070.37	1235.38	527.45	1718.17
530104	1601.83	2109.01	1719.41	2055.78	916.58	2768.14
659080	1991.32	2652.09	2154.35	2607.42	1105.31	3477.03
642251	1980.35	2611.99	1936.2	2734.67	1300.01	3068.49
472376	1365.05	1784.74	1537.22	1686.68	662.85	2518.93
608612	1812.81	2373.05	1992.18	2329.23	986.58	3117.58
790758	2363.31	3079.73	2458.81	3090.76	1353.8	3944.33
287827	882.67	1150.56	997.76	1089.26	471.48	1561.77
965841	2795.24	3616.46	2462.39	4150.13	2188.6	3714.09
856706	2336.17	3085.62	2019.32	3518.01	2076.27	2790.91
652052	2046.56	2669.1	1977.04	2843.25	1488.1	2923.28
393074	1245.91	1581.38	1176.86	1714.62	924.85	1722.27
711755	2193.56	2906.3	2097.1	3070.47	1571.67	3331.5
873969	2010.7	2746.93	1872.42	2975.4	1787.74	3072.91
680482	1666.9	2176.68	1616.46	2323.72	1382.69	2498.24
206756	462.37	609.79	512.77	577.34	273.7	845.63
585147	1380.93	1860.9	1443.91	1875.48	1000.6	2306.98
117259	292.68	375.74	341.6	336.95	141.1	539.52
28284	85.56	109.61	97.09	103	46.79	153.44
290453	712.5	901.39	766.81	882.35	468.83	1202.12
238290	506.67	641.79	580.98	586.78	249.64	965.09
84262	209.07	274.57	227.5	267.46	143.22	353.47
489760	1182.15	1542.27	1251.05	1537.84	793.89	1999.2
153537	381.22	493.59	404.05	488.11	265.68	625.85
168298	452.07	584.55	525.06	534.28	235.11	823.26
244640	605.56	785.66	660.43	771.97	415.54	1002.44
174653	437.69	586.15	462.86	584.99	305.31	746.98
116391	289.36	373.36	327.91	345.2	168.2	506.59
204436	488.25	644.9	517.86	639.98	330.62	836.12
155354	426.71	553.52	480.07	518.76	253.95	743.43
340591	800.35	1035.85	863.75	1014	493.44	1434.9
364731	1031.43	1342.98	1179.11	1251.02	567.2	1892
397343	875.17	1127.9	1011.74	1037.86	445.65	1657.7
369164	835.47	1088.28	924.99	1047.35	472.69	1521.05
418333	1088.06	1404.58	1278.15	1261.88	513.59	2062.1
490958	1120.03	1464.56	1240.02	1417.01	678.41	2032.33
233162	677.49	898.28	793.66	812.75	381.43	1255.21
564561	1325.03	1742.04	1155.1	1984.59	1315.2	1741.66
657533	1628.17	2144.59	1563.22	2275.89	1395.49	2396.27
377534	935.15	1224.05	876.4	1324.67	862.53	1322.79
288851	724.08	939.49	701.57	993.82	631.3	1022.23
266986	622	804.16	530.34	926.93	637.69	783.59
189756	448.13	605.79	419.23	655.19	394	673.61
353019	891.81	1144.3	897.52	1173.52	712.92	1335.01
906988	2148.06	2811.46	1868.93	3178.56	2085.02	2896.67
389320	999.79	1279.65	989.21	1335.29	845.03	1438.51
433525	1073.53	1386.98	1144.31	1395.29	761.85	1736.82
407613	993.48	1304.8	897.76	1445.09	984.67	1355.84
406010	1068.23	1354.82	1029.44	1438.56	968.93	1478.78
211140	488.59	627.58	565.12	584.54	257.52	908.77
540543	1280.48	1706.04	1281.49	1774.13	971.54	2084.7
178252	407.49	528.56	470.97	486.86	213.13	762.08
146320	379.85	486.96	432.05	450.32	192.96	687.86
250979	672.64	862.54	763.64	806.33	386.35	1192.65
297211	715.96	921.52	848.93	810.69	344.41	1375.53
206312	521.64	678.89	607.56	616.51	268.28	968.34
125030	306.72	401.69	331.56	395.1	219.52	498.31
410662	1168.81	1527.64	1339.12	1398.82	623.9	2165.73
334001	781.73	1023.11	861.94	998.68	490.09	1375.18
80373	178.64	224.12	218.65	193.39	71.97	358.8
423748	1097.04	1451.12	1218.29	1384.23	625.56	1988.49
143807	344.24	445.78	390.07	412.57	194.24	615.53
528191	1291.3	1729.71	1336.52	1764.94	968.05	2156.93
