POP	PLE1	PLE2	PLE3	PLE4	PLE5	PLE6
18441 	2.35 	1.04 	3.40 	0.00 	3.26 	0.00 
22800 	2.87 	1.27 	4.17 	0.00 	3.96 	0.00 
15568 	2.45 	1.08 	3.52 	0.00 	3.37 	0.00 
26579 	3.70 	1.64 	5.38 	0.00 	5.15 	0.00 
8690 	1.35 	0.60 	1.96 	0.00 	1.88 	0.00 
24172 	3.14 	1.39 	4.53 	0.00 	4.34 	0.00 
21623 	3.04 	1.34 	4.40 	0.00 	4.22 	0.00 
101404 	12.15 	5.36 	17.51 	0.00 	16.89 	0.00 
64976 	8.28 	3.66 	12.02 	0.00 	11.53 	0.00 
50864 	5.27 	2.34 	7.65 	0.00 	7.39 	0.00 
17335 	2.30 	1.01 	3.32 	0.00 	3.18 	0.00 
21084 	3.19 	1.42 	4.61 	0.00 	4.45 	0.00 
7833 	1.18 	0.52 	1.71 	0.00 	1.65 	0.00 
12308 	1.86 	0.82 	2.68 	0.00 	2.59 	0.00 
18440 	2.46 	1.10 	3.57 	0.00 	3.43 	0.00 
123650 	14.60 	6.44 	21.17 	0.00 	20.37 	0.00 
18228 	2.81 	1.23 	4.07 	0.00 	3.90 	0.00 
12408 	1.87 	0.83 	2.71 	0.00 	2.60 	0.00 
98629 	12.80 	5.70 	18.49 	0.00 	17.89 	0.00 
18296 	2.76 	1.23 	3.99 	0.00 	3.86 	0.00 
43764 	5.35 	2.36 	7.72 	0.00 	7.41 	0.00 
22266 	2.92 	1.28 	4.22 	0.00 	4.02 	0.00 
42539 	5.68 	2.51 	8.22 	0.00 	7.92 	0.00 
33668 	4.65 	2.04 	6.72 	0.00 	6.38 	0.00 
13594 	2.05 	0.91 	2.98 	0.00 	2.85 	0.00 
37394 	5.16 	2.27 	7.43 	0.00 	7.10 	0.00 
13866 	2.12 	0.94 	3.06 	0.00 	2.95 	0.00 
17852 	2.68 	1.19 	3.87 	0.00 	3.75 	0.00 
75266 	9.31 	4.16 	13.46 	0.00 	12.86 	0.00 
26447 	3.63 	1.60 	5.24 	0.00 	5.04 	0.00 
7358 	1.13 	0.50 	1.64 	0.00 	1.58 	0.00 
17294 	2.28 	1.01 	3.33 	0.00 	3.15 	0.00 
9818 	1.51 	0.67 	2.19 	0.00 	2.09 	0.00 
269740 	28.66 	12.83 	41.65 	0.00 	39.68 	0.00 
14058 	2.10 	0.94 	3.05 	0.00 	2.93 	0.00 
13044 	1.93 	0.87 	2.81 	0.00 	2.72 	0.00 
22309 	3.40 	1.51 	4.92 	0.00 	4.77 	0.00 
76355 	10.02 	4.41 	14.53 	0.00 	13.84 	0.00 
16255 	2.48 	1.09 	3.57 	0.00 	3.44 	0.00 
16742 	2.57 	1.14 	3.72 	0.00 	3.58 	0.00 
45549 	5.68 	2.56 	8.22 	0.00 	7.92 	0.00 
44751 	5.65 	2.51 	8.17 	0.00 	7.94 	0.00 
7537 	1.14 	0.51 	1.66 	0.00 	1.61 	0.00 
9627 	1.45 	0.64 	2.12 	0.00 	2.04 	0.00 
37893 	5.17 	2.28 	7.48 	0.00 	7.14 	0.00 
8697 	1.32 	0.59 	1.92 	0.00 	1.84 	0.00 
8200 	1.26 	0.56 	1.83 	0.00 	1.75 	0.00 
25283 	3.56 	1.57 	5.14 	0.00 	4.94 	0.00 
10512 	1.55 	0.69 	2.26 	0.00 	2.18 	0.00 
20374 	2.67 	1.19 	3.88 	0.00 	3.74 	0.00 
11217 	1.70 	0.76 	2.45 	0.00 	2.37 	0.00 
24217 	3.27 	1.46 	4.73 	0.00 	4.57 	0.00 
20771 	3.16 	1.39 	4.55 	0.00 	4.40 	0.00 
64223 	7.93 	3.51 	11.44 	0.00 	11.07 	0.00 
8470 	1.32 	0.58 	1.90 	0.00 	1.83 	0.00 
11138 	1.70 	0.75 	2.45 	0.00 	2.37 	0.00 
414025 	33.21 	14.86 	48.47 	0.00 	47.02 	0.00 
17882 	2.41 	1.06 	3.48 	0.00 	3.37 	0.00 
27873 	3.39 	1.50 	4.90 	0.00 	4.72 	0.00 
120881 	14.04 	6.30 	20.31 	0.00 	19.55 	0.00 
11274 	1.71 	0.75 	2.48 	0.00 	2.39 	0.00 
8184 	1.24 	0.55 	1.79 	0.00 	1.73 	0.00 
129155 	13.36 	5.92 	19.36 	0.00 	18.41 	0.00 
17499 	2.42 	1.08 	3.52 	0.00 	3.36 	0.00 
17107 	2.52 	1.13 	3.67 	0.00 	3.52 	0.00 
12635 	1.92 	0.85 	2.77 	0.00 	2.66 	0.00 
5214 	0.80 	0.36 	1.16 	0.00 	1.13 	0.00 
40300 	5.03 	2.21 	7.27 	0.00 	7.01 	0.00 
17711 	2.73 	1.21 	3.94 	0.00 	3.82 	0.00 
251530 	24.56 	10.98 	35.67 	0.00 	34.38 	0.00 
80478 	10.59 	4.71 	15.38 	0.00 	14.80 	0.00 
6834 	1.07 	0.47 	1.55 	0.00 	1.49 	0.00 
22505 	3.44 	1.52 	4.97 	0.00 	4.75 	0.00 
27845 	4.19 	1.85 	6.05 	0.00 	5.81 	0.00 
11112 	1.71 	0.77 	2.49 	0.00 	2.35 	0.00 
43452 	4.18 	1.83 	6.04 	0.00 	5.83 	0.00 
167607 	18.30 	8.12 	26.46 	0.00 	25.73 	0.00 
86139 	10.60 	4.69 	15.36 	0.00 	14.98 	0.00 
635657 	37.93 	16.76 	54.80 	0.00 	53.28 	0.00 
137137 	20.39 	9.05 	29.55 	0.00 	28.48 	0.00 
26996 	4.21 	1.85 	6.07 	0.00 	5.85 	0.00 
414218 	37.34 	16.64 	54.25 	0.00 	52.23 	0.00 
60118 	7.99 	3.52 	11.52 	0.00 	11.02 	0.00 
35029 	4.96 	2.17 	7.14 	0.00 	6.90 	0.00 
51178 	7.58 	3.36 	10.96 	0.00 	10.64 	0.00 
38214 	5.84 	2.61 	8.48 	0.00 	8.20 	0.00 
41165 	5.97 	2.65 	8.65 	0.00 	8.34 	0.00 
73569 	9.99 	4.41 	14.46 	0.00 	13.85 	0.00 
34701 	4.80 	2.13 	6.97 	0.00 	6.65 	0.00 
169726 	17.65 	7.88 	25.62 	0.00 	24.43 	0.00 
29541 	4.66 	2.06 	6.77 	0.00 	6.49 	0.00 
178080 	22.78 	10.08 	32.97 	0.00 	31.75 	0.00 
25786 	4.00 	1.77 	5.75 	0.00 	5.57 	0.00 
150254 	18.60 	8.19 	26.88 	0.00 	25.82 	0.00 
67093 	9.19 	4.03 	13.28 	0.00 	12.81 	0.00 
530109 	55.99 	24.85 	81.00 	0.00 	78.62 	0.00 
75523 	9.89 	4.42 	14.39 	0.00 	13.85 	0.00 
22619 	3.49 	1.54 	5.06 	0.00 	4.89 	0.00 
336676 	36.33 	16.16 	52.82 	0.00 	50.90 	0.00 
28041 	4.32 	1.91 	6.25 	0.00 	6.02 	0.00 
69220 	9.86 	4.41 	14.29 	0.00 	13.78 	0.00 
87584 	12.09 	5.33 	17.48 	0.00 	16.79 	0.00 
10620 	1.62 	0.72 	2.35 	0.00 	2.27 	0.00 
69361 	9.69 	4.33 	14.03 	0.00 	13.54 	0.00 
20485 	2.96 	1.30 	4.28 	0.00 	4.10 	0.00 
311998 	36.41 	16.23 	52.88 	0.00 	50.54 	0.00 
34518 	4.96 	2.23 	7.18 	0.00 	6.91 	0.00 
30914 	4.20 	1.87 	6.12 	0.00 	5.83 	0.00 
10984 	1.71 	0.75 	2.46 	0.00 	2.39 	0.00 
40552 	5.65 	2.52 	8.20 	0.00 	7.89 	0.00 
82212 	12.02 	5.30 	17.44 	0.00 	16.66 	0.00 
98902 	13.57 	6.02 	19.71 	0.00 	18.88 	0.00 
130609 	16.13 	7.15 	23.35 	0.00 	22.53 	0.00 
208439 	25.69 	11.42 	37.19 	0.00 	36.01 	0.00 
461583 	38.41 	16.96 	55.39 	0.00 	53.27 	0.00 
21605 	3.38 	1.49 	4.89 	0.00 	4.72 	0.00 
315256 	36.48 	16.28 	52.82 	0.00 	51.53 	0.00 
115539 	13.84 	6.15 	20.11 	0.00 	19.26 	0.00 
30570 	4.28 	1.89 	6.18 	0.00 	6.00 	0.00 
35785 	5.74 	2.55 	8.32 	0.00 	7.90 	0.00 
266666 	31.25 	13.89 	45.45 	0.00 	43.48 	0.00 
16835 	2.65 	1.18 	3.85 	0.00 	3.71 	0.00 
23845 	3.81 	1.68 	5.52 	0.00 	5.28 	0.00 
190021 	18.10 	8.15 	26.35 	0.00 	25.30 	0.00 
215200 	22.98 	10.14 	33.27 	0.00 	32.07 	0.00 
16230 	2.57 	1.14 	3.72 	0.00 	3.56 	0.00 
2817 	0.45 	0.20 	0.66 	0.00 	0.64 	0.00 
1483 	0.24 	0.11 	0.35 	0.00 	0.34 	0.00 
9770 	1.62 	0.72 	2.35 	0.00 	2.26 	0.00 
3835 	0.63 	0.28 	0.92 	0.00 	0.87 	0.00 
15138 	1.51 	0.68 	2.20 	0.00 	2.11 	0.00 
29849 	3.32 	1.48 	4.84 	0.00 	4.66 	0.00 
4330 	0.71 	0.31 	1.02 	0.00 	0.99 	0.00 
9234 	1.52 	0.67 	2.21 	0.00 	2.12 	0.00 
21340 	2.06 	0.93 	3.00 	0.00 	2.89 	0.00 
5970 	0.99 	0.43 	1.43 	0.00 	1.38 	0.00 
4659 	0.77 	0.34 	1.11 	0.00 	1.07 	0.00 
18963 	2.00 	0.89 	2.91 	0.00 	2.80 	0.00 
5487 	0.90 	0.40 	1.30 	0.00 	1.25 	0.00 
3101 	0.49 	0.22 	0.71 	0.00 	0.69 	0.00 
4227 	0.68 	0.30 	0.98 	0.00 	0.94 	0.00 
7518 	1.25 	0.56 	1.82 	0.00 	1.74 	0.00 
2464 	0.40 	0.18 	0.58 	0.00 	0.56 	0.00 
7842 	1.31 	0.58 	1.87 	0.00 	1.80 	0.00 
4435 	0.72 	0.32 	1.05 	0.00 	1.00 	0.00 
2009 	0.33 	0.15 	0.48 	0.00 	0.46 	0.00 
6446 	1.06 	0.47 	1.54 	0.00 	1.47 	0.00 
3620 	0.59 	0.26 	0.86 	0.00 	0.84 	0.00 
3753 	0.62 	0.27 	0.90 	0.00 	0.86 	0.00 
3660 	0.60 	0.27 	0.87 	0.00 	0.84 	0.00 
1318 	0.21 	0.09 	0.31 	0.00 	0.30 	0.00 
18534 	1.73 	0.76 	2.50 	0.00 	2.39 	0.00 
7685 	1.26 	0.55 	1.81 	0.00 	1.75 	0.00 
1452 	0.25 	0.11 	0.36 	0.00 	0.34 	0.00 
3312 	0.55 	0.24 	0.79 	0.00 	0.77 	0.00 
2162 	0.35 	0.16 	0.51 	0.00 	0.49 	0.00 
1030 	0.17 	0.07 	0.24 	0.00 	0.24 	0.00 
5242 	0.87 	0.38 	1.26 	0.00 	1.21 	0.00 
12046 	1.60 	0.70 	2.31 	0.00 	2.21 	0.00 
7566 	1.26 	0.56 	1.82 	0.00 	1.75 	0.00 
26861 	3.46 	1.53 	5.01 	0.00 	4.83 	0.00 
59802 	8.36 	3.66 	12.09 	0.00 	11.50 	0.00 
3997 	0.65 	0.29 	0.94 	0.00 	0.90 	0.00 
5036 	0.81 	0.36 	1.18 	0.00 	1.14 	0.00 
5985 	0.99 	0.44 	1.44 	0.00 	1.39 	0.00 
2507 	0.42 	0.18 	0.60 	0.00 	0.58 	0.00 
28222 	4.37 	1.94 	6.33 	0.00 	6.09 	0.00 
2195 	0.36 	0.16 	0.53 	0.00 	0.51 	0.00 
2441 	0.39 	0.17 	0.57 	0.00 	0.55 	0.00 
190294 	13.68 	6.06 	19.79 	0.00 	19.18 	0.00 
35905 	3.98 	1.75 	5.77 	0.00 	5.57 	0.00 
6954 	1.16 	0.52 	1.69 	0.00 	1.63 	0.00 
113222 	12.98 	5.74 	18.85 	0.00 	18.04 	0.00 
3075 	0.51 	0.23 	0.74 	0.00 	0.71 	0.00 
2396 	0.40 	0.18 	0.58 	0.00 	0.56 	0.00 
10926 	1.80 	0.79 	2.60 	0.00 	2.50 	0.00 
2441 	0.41 	0.18 	0.59 	0.00 	0.56 	0.00 
14925 	2.46 	1.08 	3.56 	0.00 	3.42 	0.00 
6663 	1.09 	0.48 	1.59 	0.00 	1.52 	0.00 
3276 	0.54 	0.24 	0.78 	0.00 	0.75 	0.00 
1444 	0.24 	0.11 	0.35 	0.00 	0.34 	0.00 
39792 	4.30 	1.90 	6.19 	0.00 	6.01 	0.00 
10578 	1.73 	0.77 	2.50 	0.00 	2.39 	0.00 
5836 	0.99 	0.43 	1.42 	0.00 	1.38 	0.00 
8732 	1.43 	0.63 	2.06 	0.00 	2.00 	0.00 
15947 	2.59 	1.13 	3.75 	0.00 	3.60 	0.00 
5691 	0.95 	0.42 	1.38 	0.00 	1.32 	0.00 
24583 	2.90 	1.29 	4.19 	0.00 	4.01 	0.00 
3135 	0.52 	0.23 	0.75 	0.00 	0.72 	0.00 
5622 	0.94 	0.41 	1.35 	0.00 	1.29 	0.00 
2020 	0.33 	0.15 	0.48 	0.00 	0.46 	0.00 
11289 	1.48 	0.65 	2.14 	0.00 	2.05 	0.00 
81098 	9.73 	4.30 	14.06 	0.00 	13.65 	0.00 
62540 	8.54 	3.78 	12.32 	0.00 	11.98 	0.00 
42017 	6.70 	2.97 	9.70 	0.00 	9.37 	0.00 
18675 	2.98 	1.32 	4.32 	0.00 	4.17 	0.00 
34724 	5.49 	2.43 	7.94 	0.00 	7.75 	0.00 
8256 	1.33 	0.59 	1.94 	0.00 	1.84 	0.00 
38167 	5.73 	2.55 	8.33 	0.00 	7.99 	0.00 
57122 	7.40 	3.30 	10.74 	0.00 	10.39 	0.00 
15311 	2.46 	1.09 	3.58 	0.00 	3.45 	0.00 
62293 	9.12 	4.06 	13.21 	0.00 	12.76 	0.00 
723701 	52.79 	23.53 	76.52 	0.00 	73.43 	0.00 
50348 	6.63 	2.95 	9.64 	0.00 	9.19 	0.00 
12311 	1.97 	0.87 	2.86 	0.00 	2.73 	0.00 
20075 	3.13 	1.38 	4.52 	0.00 	4.37 	0.00 
54386 	8.02 	3.55 	11.61 	0.00 	11.12 	0.00 
40543 	5.31 	2.36 	7.71 	0.00 	7.37 	0.00 
44529 	7.14 	3.18 	10.35 	0.00 	9.96 	0.00 
19330 	3.11 	1.37 	4.49 	0.00 	4.33 	0.00 
43742 	6.45 	2.88 	9.37 	0.00 	9.01 	0.00 
52603 	7.40 	3.25 	10.75 	0.00 	10.21 	0.00 
30887 	4.36 	1.93 	6.32 	0.00 	6.07 	0.00 
24541 	3.92 	1.73 	5.68 	0.00 	5.44 	0.00 
17285 	2.74 	1.22 	3.99 	0.00 	3.83 	0.00 
74407 	10.75 	4.79 	15.61 	0.00 	15.04 	0.00 
14245 	2.30 	1.02 	3.33 	0.00 	3.21 	0.00 
67161 	7.15 	3.24 	10.41 	0.00 	10.10 	0.00 
370258 	41.59 	18.49 	60.03 	0.00 	58.44 	0.00 
7186 	1.16 	0.51 	1.69 	0.00 	1.63 	0.00 
28205 	4.52 	2.01 	6.57 	0.00 	6.31 	0.00 
27411 	4.01 	1.76 	5.85 	0.00 	5.59 	0.00 
60765 	9.15 	4.06 	13.27 	0.00 	12.77 	0.00 
19358 	2.48 	1.10 	3.59 	0.00 	3.44 	0.00 
29990 	4.75 	2.09 	6.90 	0.00 	6.62 	0.00 
13717 	2.20 	0.97 	3.20 	0.00 	3.06 	0.00 
34482 	4.98 	2.21 	7.21 	0.00 	6.96 	0.00 
26778 	4.22 	1.86 	6.10 	0.00 	5.87 	0.00 
8900 	1.42 	0.63 	2.06 	0.00 	1.98 	0.00 
19641 	3.19 	1.40 	4.60 	0.00 	4.46 	0.00 
12494 	2.01 	0.89 	2.91 	0.00 	2.78 	0.00 
56613 	8.58 	3.87 	12.49 	0.00 	12.00 	0.00 
19438 	3.07 	1.35 	4.42 	0.00 	4.27 	0.00 
480180 	51.62 	23.01 	74.86 	0.00 	72.67 	0.00 
8170 	1.32 	0.58 	1.91 	0.00 	1.86 	0.00 
29442 	4.20 	1.85 	6.10 	0.00 	5.87 	0.00 
137133 	17.49 	7.86 	25.48 	0.00 	24.32 	0.00 
44664 	6.46 	2.86 	9.40 	0.00 	9.03 	0.00 
12997 	2.08 	0.92 	3.01 	0.00 	2.91 	0.00 
35712 	5.69 	2.55 	8.25 	0.00 	8.00 	0.00 
55167 	7.76 	3.45 	11.31 	0.00 	10.84 	0.00 
24138 	3.87 	1.70 	5.56 	0.00 	5.33 	0.00 
105387 	13.22 	5.83 	19.16 	0.00 	18.54 	0.00 
29699 	4.69 	2.08 	6.81 	0.00 	6.58 	0.00 
33564 	4.62 	2.05 	6.67 	0.00 	6.45 	0.00 
89104 	11.49 	5.11 	16.73 	0.00 	16.06 	0.00 
56114 	8.46 	3.73 	12.23 	0.00 	11.71 	0.00 
107710 	14.00 	6.23 	20.31 	0.00 	19.47 	0.00 
27663 	4.51 	1.99 	6.50 	0.00 	6.27 	0.00 
12589 	2.02 	0.89 	2.93 	0.00 	2.81 	0.00 
48832 	7.79 	3.48 	11.31 	0.00 	10.92 	0.00 
196615 	23.57 	10.59 	34.21 	0.00 	32.92 	0.00 
6780 	1.08 	0.48 	1.56 	0.00 	1.50 	0.00 
23869 	3.80 	1.70 	5.53 	0.00 	5.29 	0.00 
33647 	4.85 	2.14 	7.03 	0.00 	6.73 	0.00 
23567 	3.78 	1.66 	5.47 	0.00 	5.28 	0.00 
8402 	1.35 	0.59 	1.95 	0.00 	1.90 	0.00 
5403 	0.88 	0.39 	1.27 	0.00 	1.22 	0.00 
43052 	6.38 	2.79 	9.21 	0.00 	8.84 	0.00 
17863 	2.83 	1.26 	4.09 	0.00 	3.95 	0.00 
79774 	10.37 	4.56 	14.96 	0.00 	14.25 	0.00 
34708 	5.12 	2.24 	7.37 	0.00 	7.05 	0.00 
57595 	8.71 	3.86 	12.61 	0.00 	12.12 	0.00 
74017 	9.89 	4.39 	14.32 	0.00 	13.71 	0.00 
315402 	34.49 	15.23 	49.78 	0.00 	48.19 	0.00 
23741 	3.82 	1.68 	5.54 	0.00 	5.31 	0.00 
15892 	2.57 	1.13 	3.70 	0.00 	3.58 	0.00 
101494 	14.71 	6.50 	21.35 	0.00 	20.78 	0.00 
1001274 	68.02 	30.40 	98.92 	0.00 	95.08 	0.00 
14725 	2.37 	1.05 	3.45 	0.00 	3.32 	0.00 
20633 	3.24 	1.43 	4.69 	0.00 	4.53 	0.00 
14350 	2.33 	1.03 	3.37 	0.00 	3.23 	0.00 
166270 	21.18 	9.47 	30.73 	0.00 	29.68 	0.00 
187662 	23.11 	10.30 	33.43 	0.00 	32.12 	0.00 
67837 	9.61 	4.30 	13.90 	0.00 	13.46 	0.00 
8384 	1.32 	0.59 	1.91 	0.00 	1.85 	0.00 
19396 	2.50 	1.10 	3.62 	0.00 	3.46 	0.00 
20460 	3.22 	1.40 	4.65 	0.00 	4.49 	0.00 
5855 	0.96 	0.42 	1.39 	0.00 	1.33 	0.00 
42332 	5.71 	2.54 	8.30 	0.00 	8.00 	0.00 
29573 	4.72 	2.09 	6.86 	0.00 	6.59 	0.00 
132623 	16.99 	7.62 	24.80 	0.00 	23.93 	0.00 
17870 	2.88 	1.29 	4.16 	0.00 	4.05 	0.00 
36810 	5.28 	2.35 	7.62 	0.00 	7.40 	0.00 
28103 	4.47 	1.97 	6.44 	0.00 	6.24 	0.00 
227198 	25.08 	11.34 	36.82 	0.00 	35.53 	0.00 
133030 	18.27 	8.14 	26.64 	0.00 	25.50 	0.00 
56930 	7.31 	3.20 	10.52 	0.00 	10.12 	0.00 
20436 	3.32 	1.47 	4.84 	0.00 	4.67 	0.00 
54330 	8.31 	3.64 	12.00 	0.00 	11.57 	0.00 
5163191 	168.96 	75.14 	246.17 	0.00 	235.58 	0.00 
63644 	9.17 	4.02 	13.21 	0.00 	12.78 	0.00 
5815 	0.77 	0.34 	1.12 	0.00 	1.09 	0.00 
5570 	0.90 	0.39 	1.30 	0.00 	1.25 	0.00 
184667 	22.03 	9.84 	31.95 	0.00 	30.93 	0.00 
3781 	0.62 	0.27 	0.90 	0.00 	0.87 	0.00 
76840 	11.09 	4.93 	16.10 	0.00 	15.49 	0.00 
1048933 	75.76 	33.87 	109.77 	0.00 	105.59 	0.00 
34382 	5.14 	2.26 	7.40 	0.00 	7.14 	0.00 
75741 	11.59 	5.13 	16.80 	0.00 	16.04 	0.00 
21884 	2.59 	1.14 	3.75 	0.00 	3.62 	0.00 
52363 	7.28 	3.20 	10.52 	0.00 	10.12 	0.00 
34502 	4.91 	2.17 	7.10 	0.00 	6.85 	0.00 
22778 	3.72 	1.64 	5.39 	0.00 	5.19 	0.00 
33847 	3.68 	1.64 	5.31 	0.00 	5.13 	0.00 
3366 	0.55 	0.24 	0.79 	0.00 	0.76 	0.00 
85624 	12.42 	5.46 	17.90 	0.00 	17.41 	0.00 
20602 	2.72 	1.21 	3.95 	0.00 	3.80 	0.00 
1481 	0.24 	0.11 	0.35 	0.00 	0.34 	0.00 
8705 	1.45 	0.64 	2.11 	0.00 	2.02 	0.00 
3448 	0.57 	0.25 	0.83 	0.00 	0.80 	0.00 
13342 	2.21 	0.98 	3.19 	0.00 	3.07 	0.00 
34018 	5.54 	2.45 	8.05 	0.00 	7.76 	0.00 
2279 	0.37 	0.17 	0.54 	0.00 	0.52 	0.00 
240759 	21.70 	9.65 	31.43 	0.00 	30.47 	0.00 
5053 	0.82 	0.36 	1.20 	0.00 	1.15 	0.00 
38906 	5.06 	2.23 	7.30 	0.00 	7.07 	0.00 
163771 	22.23 	9.75 	32.24 	0.00 	30.94 	0.00 
19034 	3.10 	1.38 	4.50 	0.00 	4.36 	0.00 
13956 	2.26 	0.99 	3.26 	0.00 	3.13 	0.00 
111150 	15.68 	6.89 	22.43 	0.00 	21.62 	0.00 
30187 	3.86 	1.70 	5.60 	0.00 	5.39 	0.00 
35259 	5.10 	2.27 	7.38 	0.00 	7.12 	0.00 
393 	0.06 	0.03 	0.09 	0.00 	0.09 	0.00 
746 	0.12 	0.05 	0.18 	0.00 	0.17 	0.00 
49381 	5.90 	2.62 	8.61 	0.00 	8.17 	0.00 
4432 	0.73 	0.32 	1.05 	0.00 	1.01 	0.00 
254 	0.04 	0.02 	0.06 	0.00 	0.06 	0.00 
3504 	0.60 	0.26 	0.86 	0.00 	0.83 	0.00 
30833 	3.09 	1.37 	4.48 	0.00 	4.31 	0.00 
3400 	0.55 	0.25 	0.80 	0.00 	0.78 	0.00 
6914 	1.13 	0.50 	1.64 	0.00 	1.56 	0.00 
322344 	28.46 	12.51 	41.22 	0.00 	39.74 	0.00 
47940 	6.79 	2.97 	9.81 	0.00 	9.37 	0.00 
13091 	2.09 	0.94 	3.02 	0.00 	2.94 	0.00 
19113 	2.78 	1.23 	4.02 	0.00 	3.84 	0.00 
18479 	3.05 	1.35 	4.44 	0.00 	4.26 	0.00 
16257 	2.66 	1.17 	3.86 	0.00 	3.67 	0.00 
16509 	2.73 	1.21 	3.94 	0.00 	3.82 	0.00 
73512 	11.04 	4.86 	15.89 	0.00 	15.39 	0.00 
22777 	3.34 	1.48 	4.82 	0.00 	4.64 	0.00 
3226 	0.52 	0.23 	0.76 	0.00 	0.73 	0.00 
10689 	1.74 	0.77 	2.52 	0.00 	2.43 	0.00 
2258556 	91.08 	40.62 	131.76 	0.00 	127.49 	0.00 
18510 	2.96 	1.31 	4.28 	0.00 	4.13 	0.00 
83 	0.01 	0.01 	0.02 	0.00 	0.02 	0.00 
278074 	16.60 	7.45 	24.07 	0.00 	23.42 	0.00 
5516 	0.91 	0.40 	1.31 	0.00 	1.27 	0.00 
13262 	2.16 	0.95 	3.11 	0.00 	2.99 	0.00 
9887 	1.61 	0.71 	2.33 	0.00 	2.23 	0.00 
4553 	0.75 	0.33 	1.08 	0.00 	1.04 	0.00 
3938 	0.63 	0.28 	0.91 	0.00 	0.88 	0.00 
34584 	4.56 	2.00 	6.62 	0.00 	6.35 	0.00 
54528 	4.60 	2.03 	6.67 	0.00 	6.40 	0.00 
10529 	1.73 	0.76 	2.49 	0.00 	2.40 	0.00 
7930 	1.31 	0.57 	1.89 	0.00 	1.82 	0.00 
231164 	23.89 	10.71 	34.86 	0.00 	33.48 	0.00 
636 	0.10 	0.05 	0.15 	0.00 	0.14 	0.00 
46688 	7.18 	3.19 	10.42 	0.00 	10.02 	0.00 
2092 	0.34 	0.15 	0.50 	0.00 	0.48 	0.00 
138020 	8.40 	3.73 	12.17 	0.00 	11.71 	0.00 
23876 	3.97 	1.76 	5.77 	0.00 	5.52 	0.00 
4657 	0.76 	0.33 	1.09 	0.00 	1.05 	0.00 
8869 	1.02 	0.45 	1.48 	0.00 	1.43 	0.00 
19047 	3.10 	1.37 	4.50 	0.00 	4.33 	0.00 
583 	0.10 	0.04 	0.14 	0.00 	0.13 	0.00 
704055 	55.89 	25.10 	81.56 	0.00 	78.10 	0.00 
21350 	2.24 	0.98 	3.23 	0.00 	3.13 	0.00 
12218 	2.00 	0.88 	2.89 	0.00 	2.78 	0.00 
1095 	0.18 	0.08 	0.26 	0.00 	0.25 	0.00 
63309 	8.20 	3.65 	11.81 	0.00 	11.43 	0.00 
46439 	6.08 	2.70 	8.79 	0.00 	8.50 	0.00 
13746 	2.22 	0.99 	3.21 	0.00 	3.08 	0.00 
14312 	1.52 	0.68 	2.21 	0.00 	2.13 	0.00 
367445 	20.39 	9.04 	29.57 	0.00 	28.42 	0.00 
10164 	1.01 	0.44 	1.46 	0.00 	1.41 	0.00 
17620 	2.87 	1.27 	4.16 	0.00 	4.02 	0.00 
1919 	0.31 	0.14 	0.44 	0.00 	0.43 	0.00 
76967 	10.30 	4.54 	14.90 	0.00 	14.29 	0.00 
27099 	3.63 	1.61 	5.27 	0.00 	5.06 	0.00 
23018 	3.81 	1.68 	5.49 	0.00 	5.32 	0.00 
122976 	18.57 	8.17 	26.88 	0.00 	25.82 	0.00 
9737 	1.62 	0.71 	2.33 	0.00 	2.24 	0.00 
14413 	1.94 	0.86 	2.82 	0.00 	2.72 	0.00 
44602 	7.20 	3.21 	10.45 	0.00 	10.10 	0.00 
120398 	7.41 	3.29 	10.75 	0.00 	10.34 	0.00 
7627 	1.24 	0.55 	1.79 	0.00 	1.74 	0.00 
88248 	12.95 	5.74 	18.82 	0.00 	18.09 	0.00 
11240 	1.82 	0.81 	2.64 	0.00 	2.55 	0.00 
118228 	7.21 	3.22 	10.50 	0.00 	10.08 	0.00 
3225 	0.54 	0.24 	0.77 	0.00 	0.75 	0.00 
3241 	0.53 	0.23 	0.75 	0.00 	0.73 	0.00 
11814 	1.91 	0.85 	2.78 	0.00 	2.67 	0.00 
13348 	1.57 	0.69 	2.28 	0.00 	2.19 	0.00 
6913 	1.13 	0.50 	1.64 	0.00 	1.59 	0.00 
890 	0.15 	0.07 	0.21 	0.00 	0.20 	0.00 
16109 	2.67 	1.18 	3.87 	0.00 	3.72 	0.00 
102908 	10.11 	4.54 	14.75 	0.00 	14.08 	0.00 
14700 	1.41 	0.63 	2.06 	0.00 	1.96 	0.00 
361923 	39.18 	17.23 	56.41 	0.00 	54.54 	0.00 
9731 	1.60 	0.71 	2.31 	0.00 	2.22 	0.00 
53130 	7.56 	3.39 	10.96 	0.00 	10.53 	0.00 
10493 	1.72 	0.76 	2.50 	0.00 	2.40 	0.00 
8408 	1.38 	0.62 	2.01 	0.00 	1.94 	0.00 
26615 	4.52 	1.98 	6.54 	0.00 	6.26 	0.00 
62639 	7.21 	3.16 	10.38 	0.00 	9.97 	0.00 
5827 	0.95 	0.42 	1.37 	0.00 	1.32 	0.00 
3485 	0.58 	0.26 	0.84 	0.00 	0.81 	0.00 
16320 	1.97 	0.87 	2.85 	0.00 	2.76 	0.00 
3267 	0.54 	0.24 	0.78 	0.00 	0.75 	0.00 
