POP	PLE1	PLE2	PLE3	PLE4	PLE5	PLE6
113039 	250.18 	305.83 	438.19 	127.50 	85.96 	475.24 
29548 	71.72 	88.75 	127.60 	36.39 	24.42 	137.52 
168556 	547.94 	700.20 	829.19 	447.85 	213.88 	1041.00 
61877 	165.15 	205.69 	273.51 	105.55 	61.03 	314.09 
64079 	125.88 	154.98 	225.76 	61.17 	42.98 	241.66 
14089 	21.80 	26.89 	41.09 	8.61 	6.38 	42.66 
51805 	130.30 	161.87 	228.11 	70.49 	45.08 	251.26 
39368 	90.76 	112.90 	158.40 	49.25 	30.76 	175.39 
19825 	28.56 	34.72 	53.64 	10.96 	8.44 	55.40 
27777 	63.17 	78.03 	111.42 	33.20 	21.57 	121.11 
