POP	PLE1	PLE2	PLE3	PLE4	PLE5	PLE6
101394	216.26 	251.68 	153.11 	317.74 	45.39 	426.30 
38997	89.27 	103.26 	63.78 	129.03 	19.06 	175.19 
218293	404.31 	471.08 	310.91 	564.79 	88.68 	791.83 
197995	324.68 	381.19 	258.66 	449.65 	70.50 	642.03 
125405	290.15 	338.55 	202.53 	428.64 	55.94 	578.22 
210506	434.49 	501.56 	334.76 	606.36 	94.84 	847.71 
364856	689.87 	793.78 	532.24 	956.54 	162.15 	1331.52 
294512	511.92 	594.98 	409.19 	700.84 	110.97 	1004.46 
495788	1085.36 	1268.40 	739.18 	1621.59 	214.31 	2143.07 
137909	283.43 	328.56 	200.31 	414.88 	61.92 	556.07 
364766	735.50 	861.63 	533.88 	1068.41 	144.29 	1458.81 
187955	324.91 	378.94 	265.60 	439.98 	66.53 	648.82 
300081	370.49 	440.70 	320.68 	493.31 	75.85 	748.69 
91773	198.93 	231.25 	123.69 	307.09 	39.90 	393.32 
734764	1158.41 	1325.43 	941.13 	1544.91 	295.13 	2201.55 
927978	1403.27 	1635.79 	1168.74 	1890.25 	346.03 	2726.04 
636467	672.40 	763.35 	622.99 	815.73 	212.07 	1236.57 
563815	1086.51 	1266.27 	792.30 	1570.44 	230.84 	2153.48 
296985	534.39 	617.09 	395.00 	760.69 	122.92 	1038.87 
402963	771.92 	907.51 	568.42 	1114.92 	170.96 	1526.34 
1455421	2121.24 	2462.61 	1750.08 	2837.93 	517.42 	4152.34 
1424076	1336.69 	1540.98 	1209.95 	1672.32 	355.99 	2578.02 
417086	841.20 	981.18 	583.91 	1244.98 	173.61 	1663.87 
807648	1717.75 	1994.37 	1217.25 	2497.41 	349.26 	3370.94 
378949	673.68 	782.97 	527.94 	938.05 	147.33 	1334.72 
287008	564.57 	660.48 	408.38 	817.66 	122.83 	1108.62 
485386	980.01 	1130.82 	705.97 	1414.00 	207.34 	1942.39 
494275	809.24 	951.46 	654.32 	1117.89 	170.70 	1609.08 
261836	492.73 	578.74 	371.82 	698.82 	109.39 	961.09 
474524	970.95 	1129.55 	684.41 	1422.37 	198.53 	1924.24 
544192	749.73 	869.23 	648.77 	974.92 	179.90 	1454.92 
346864	702.32 	810.63 	529.90 	986.91 	155.27 	1361.26 
287349	597.56 	697.63 	457.37 	843.83 	127.75 	1180.46 
176167	125.63 	141.48 	126.08 	141.91 	45.67 	222.33 
170554	341.96 	394.79 	250.58 	486.34 	76.71 	671.12 
222457	338.08 	392.32 	278.55 	454.33 	80.32 	654.71 
309066	267.56 	303.18 	256.36 	316.14 	90.27 	483.64 
312812	186.48 	211.39 	189.90 	208.62 	68.66 	333.62 
297261	572.66 	665.99 	433.05 	812.17 	118.04 	1135.80 
186975	349.24 	411.65 	261.08 	501.59 	73.21 	701.56 
222423	436.47 	513.75 	323.11 	629.47 	90.70 	870.56 
778845	285.27 	326.24 	290.28 	321.17 	91.37 	517.02 
278678	327.14 	374.44 	293.43 	411.44 	94.49 	611.96 
843299	687.27 	780.44 	694.81 	777.56 	246.56 	1243.27 
1385000	1056.47 	1197.74 	1031.62 	1225.96 	385.14 	1885.34 
411794	504.55 	581.00 	456.20 	636.52 	147.28 	949.54 
536441	817.18 	953.32 	669.46 	1110.22 	193.58 	1601.44 
113235	128.13 	149.91 	114.46 	164.94 	28.48 	250.54 
161233	189.68 	222.41 	167.97 	244.80 	43.87 	375.19 
403781	422.72 	487.74 	380.96 	534.05 	111.64 	816.52 
385930	555.58 	643.43 	469.53 	730.49 	148.22 	1069.08 
541130	699.90 	819.02 	612.03 	908.19 	185.61 	1351.81 
405978	561.47 	648.94 	474.77 	740.04 	135.15 	1084.23 
799401	1004.93 	1182.87 	838.27 	1350.24 	200.12 	2002.73 
204770	347.81 	401.29 	280.61 	472.78 	88.70 	674.78 
282447	541.50 	633.00 	380.34 	793.33 	110.15 	1069.15 
437691	638.81 	732.41 	548.22 	828.54 	164.95 	1210.51 
204841	358.21 	413.03 	290.43 	486.37 	91.47 	689.10 
240537	472.47 	552.38 	343.46 	686.60 	97.26 	943.32 
157950	339.10 	394.45 	228.55 	505.58 	69.29 	669.62 
291928	527.16 	620.00 	409.52 	740.66 	118.48 	1045.65 
199622	304.32 	351.34 	259.59 	397.74 	83.58 	580.25 
111352	252.80 	294.53 	169.30 	378.31 	50.17 	496.27 
351284	524.69 	610.54 	437.30 	701.88 	128.37 	1019.83 
105579	218.86 	253.28 	154.53 	319.27 	46.40 	428.82 
178903	292.07 	338.50 	244.00 	387.84 	71.92 	563.29 
198362	344.02 	399.29 	274.02 	468.39 	79.25 	664.34 
592664	194.24 	204.54 	227.18 	171.41 	109.56 	278.91 
327476	353.50 	397.38 	339.64 	413.99 	127.54 	621.45 
260084	432.23 	498.84 	349.74 	584.91 	115.01 	828.38 
173049	261.77 	299.02 	228.20 	335.49 	72.88 	491.61 
318122	336.58 	380.82 	321.83 	398.61 	117.19 	604.02 
220964	452.39 	531.06 	323.95 	658.25 	97.81 	889.73 
309766	429.29 	493.83 	371.73 	552.66 	122.27 	809.90 
468027	510.26 	580.75 	465.72 	633.49 	151.91 	948.30 
160334	276.86 	321.03 	227.65 	370.86 	70.80 	535.49 
187752	339.15 	392.42 	262.48 	469.31 	79.77 	657.98 
405173	551.59 	639.21 	490.66 	699.34 	153.65 	1048.23 
188353	220.57 	255.42 	193.46 	284.91 	56.16 	425.38 
316911	539.32 	626.24 	445.44 	723.78 	131.54 	1040.62 
76310	150.98 	176.18 	115.33 	212.55 	32.85 	299.38 
167573	328.79 	381.59 	249.86 	463.84 	71.81 	643.49 
172619	337.03 	396.10 	243.08 	492.56 	65.01 	677.37 
476782	407.98 	466.67 	384.31 	489.74 	123.11 	762.73 
560985	1106.92 	1278.89 	839.33 	1550.15 	236.91 	2145.98 
158803	269.69 	312.44 	214.76 	367.65 	62.92 	529.33 
310785	563.44 	656.69 	436.96 	786.06 	120.17 	1109.67 
408193	802.47 	926.40 	611.85 	1120.90 	183.04 	1562.97 
104995	191.36 	223.89 	148.82 	267.39 	40.07 	380.28 
304449	553.05 	641.32 	431.91 	766.40 	136.85 	1057.59 
545795	853.37 	987.65 	700.75 	1136.66 	206.25 	1651.55 
368741	706.55 	818.04 	533.20 	992.29 	144.34 	1406.04 
331265	395.33 	464.58 	340.68 	521.75 	90.25 	783.00 
226533	461.74 	533.09 	340.20 	654.49 	96.54 	915.91 
412964	634.25 	732.54 	536.25 	839.39 	165.15 	1226.04 
429803	585.27 	676.87 	501.62 	769.85 	146.61 	1128.78 
340566	266.33 	306.33 	260.09 	314.68 	74.45 	506.14 
92833	144.71 	167.96 	120.58 	192.90 	37.10 	278.41 
509135	903.71 	1045.16 	705.07 	1244.90 	211.03 	1766.89 
434417	563.52 	648.24 	489.59 	722.13 	142.38 	1085.47 
429536	237.69 	268.18 	245.30 	261.50 	86.90 	415.46 
248179	387.75 	451.16 	321.25 	519.12 	80.23 	774.37 
151035	188.56 	216.61 	164.38 	242.89 	48.16 	361.00 
294006	297.95 	337.99 	280.34 	357.94 	97.04 	546.67 
3344545	352.22 	363.95 	433.91 	282.83 	226.77 	477.22 
254653	492.34 	573.65 	359.19 	709.33 	100.68 	978.64 
415266	775.71 	906.33 	583.71 	1104.76 	169.43 	1535.76 
345390	342.38 	382.32 	325.99 	399.81 	116.62 	609.60 
173790	260.63 	300.26 	218.34 	342.54 	67.73 	497.10 
442815	707.21 	830.57 	577.77 	962.01 	155.43 	1403.42 
268385	501.71 	585.59 	389.74 	700.43 	109.89 	995.01 
398344	648.63 	741.55 	532.62 	866.69 	172.05 	1232.61 
182779	346.68 	403.20 	268.37 	483.06 	77.72 	678.08 
458324	797.10 	932.53 	633.63 	1106.09 	183.64 	1586.90 
301462	471.59 	546.84 	400.94 	619.79 	112.70 	912.76 
331382	544.40 	642.87 	447.66 	743.74 	109.62 	1100.09 
179186	326.07 	378.27 	250.95 	454.83 	76.83 	631.31 
374873	644.92 	747.94 	514.28 	883.69 	147.23 	1266.61 
456200	798.77 	932.10 	620.83 	1110.23 	175.26 	1563.25 
178554	313.40 	363.38 	258.05 	418.48 	73.08 	606.22 
383880	675.47 	788.77 	526.81 	941.94 	145.57 	1340.58 
826686	766.49 	881.90 	747.57 	907.21 	234.57 	1427.07 
2684831	193.09 	171.25 	283.28 	83.58 	214.40 	141.62 
490843	535.24 	615.96 	485.85 	669.00 	161.66 	1005.02 
646298	712.54 	820.52 	643.33 	889.20 	194.42 	1369.05 
